Project_ID,Location,Room_Type,Room_Area,Floor_Type,Ceiling_Type,Wall_Finish,Lighting_Preference,Budget_Range,Total_Cost,Project_Type,Design_Type
2039,"https://maps.google.com/?q=30.380469377293622,31.53117630295168",bathroom,3695,marble,custom,tiles,daylight,luxury,190586,residential,
2040,"https://maps.google.com/?q=11.135973726697301,61.51750016088192",home theater,698,vinyl,vaulted,wood paneling,recessed,low,156380,infrastructure,
2041,"https://maps.google.com/?q=-67.60331029419763,75.69510049167607",terrace,2752,wooden,vaulted,tiles,pendant,low,522814,,contemporary
2042,"https://maps.google.com/?q=-31.971516983714473,127.85003070283767",hall,1067,tile,vaulted,tiles,pendant,low,374472,,scandinavian
2043,"https://maps.google.com/?q=37.34188570419033,177.81498075655946",office,1492,concrete,vaulted,wood paneling,warm white,medium,171751,infrastructure,
2044,"https://maps.google.com/?q=73.87536650819249,-10.162608508682098",playroom,4704,tile,custom,paint,daylight,low,402786,,art deco
2045,"https://maps.google.com/?q=-13.521878354753397,-34.75314392438818",home theater,717,wooden,flat,stone cladding,recessed,luxury,286037,,arabic
2046,"https://maps.google.com/?q=-71.4201154734838,172.16083131727447",terrace,560,wooden,tray,wood paneling,warm white,luxury,422711,,contemporary
2047,"https://maps.google.com/?q=5.57490940279483,127.76526012658309",home theater,1473,wooden,vaulted,tiles,chandelier,luxury,137022,landscaping,
2048,"https://maps.google.com/?q=3.582737530570924,81.08079068657946",study,1996,concrete,vaulted,stone cladding,daylight,medium,414736,renovation,
2049,"https://maps.google.com/?q=8.994450621229404,-52.81485631613691",entryway,2789,laminate,flat,tiles,pendant,medium,425416,,modern
2050,"https://maps.google.com/?q=-29.2637560171545,-7.25887784353057",hall,3424,vinyl,tray,wood paneling,recessed,high,595735,,scandinavian
2051,"https://maps.google.com/?q=52.10957858250811,59.34758661442558",entryway,4043,vinyl,flat,wallpaper,daylight,high,568985,industrial,
2052,"https://maps.google.com/?q=-14.280789959871797,-165.51255534676807",library,1295,vinyl,vaulted,tiles,recessed,high,77031,,bohemian
2053,"https://maps.google.com/?q=7.020343574434051,-104.50059439438978",laundry room,2610,tile,vaulted,paint,warm white,medium,239480,landscaping,
2054,"https://maps.google.com/?q=-82.59096634863556,145.08335098528914",bathroom,1059,marble,beam,tiles,recessed,high,247036,landscaping,
2055,"https://maps.google.com/?q=15.7458100173656,-41.90882137916648",gym,758,marble,beam,paint,chandelier,medium,314233,infrastructure,
2056,"https://maps.google.com/?q=43.662196678193766,22.990996558289652",shop,1789,concrete,vaulted,wood paneling,pendant,medium,589989,landscaping,
2057,"https://maps.google.com/?q=-31.16184506405532,130.77675298826364",study,2146,laminate,tray,paint,daylight,high,266239,,mid-century
2058,"https://maps.google.com/?q=34.25562073977876,-152.38688957711216",bathroom,1045,tile,flat,paint,pendant,low,73703,,vintage
2059,"https://maps.google.com/?q=3.774538544680013,-34.546987831974235",library,802,vinyl,vaulted,stone cladding,daylight,high,280812,landscaping,
2060,"https://maps.google.com/?q=-0.37730623675327024,38.90501222115148",laundry room,1697,concrete,custom,paint,daylight,medium,439520,industrial,
2061,"https://maps.google.com/?q=-34.890226343287885,51.88757898542747",terrace,3477,marble,vaulted,wood paneling,pendant,low,367947,,art deco
2062,"https://maps.google.com/?q=75.70320147977023,-91.73063786229484",entryway,2027,vinyl,flat,tiles,warm white,luxury,259081,renovation,
2063,"https://maps.google.com/?q=37.38817546677839,-172.90136461150811",bedroom,3264,laminate,beam,paint,cool white,high,378503,,transitional
2064,"https://maps.google.com/?q=11.56191430273121,86.11380313253852",living room,2624,wooden,tray,tiles,pendant,medium,391807,,contemporary
2065,"https://maps.google.com/?q=-69.04755883236611,71.7736850512022",garage,2713,laminate,flat,paint,cool white,luxury,345929,renovation,
2066,"https://maps.google.com/?q=-62.70169716262778,125.24158047301626",balcony,2621,tile,beam,wood paneling,recessed,low,573044,industrial,
2067,"https://maps.google.com/?q=-52.28317192452752,91.9695223234171",bedroom,2760,marble,beam,tiles,cool white,low,375410,,classic
2068,"https://maps.google.com/?q=5.432224520570571,54.89618749888905",home theater,3893,wooden,custom,stone cladding,chandelier,luxury,96321,landscaping,
2069,"https://maps.google.com/?q=-35.67431116958831,136.8956765128276",balcony,3400,wooden,tray,wood paneling,chandelier,luxury,342749,,bohemian
2070,"https://maps.google.com/?q=-11.127654338937162,141.77220576513895",gym,4545,laminate,beam,paint,pendant,high,174713,commercial,
2071,"https://maps.google.com/?q=-50.996209190961125,126.70152416553378",balcony,4657,wooden,tray,stone cladding,warm white,medium,60210,,art deco
2072,"https://maps.google.com/?q=40.357707180188015,-157.26529247273524",garage,4444,vinyl,beam,stone cladding,pendant,low,414037,,contemporary
2073,"https://maps.google.com/?q=-77.32534921311084,127.79522050247209",gym,2590,laminate,tray,wallpaper,chandelier,high,510171,landscaping,
2074,"https://maps.google.com/?q=-73.21417735793574,-11.443680185078563",entryway,4997,tile,flat,wood paneling,warm white,high,153168,infrastructure,
2075,"https://maps.google.com/?q=76.50286598736852,-84.41865578572188",living room,4820,marble,custom,wood paneling,chandelier,high,323290,,minimalist
2076,"https://maps.google.com/?q=16.788552031577638,108.84018193333083",balcony,3648,vinyl,vaulted,paint,chandelier,low,233009,landscaping,
2077,"https://maps.google.com/?q=48.775305524000146,-75.42621913058628",library,3462,tile,beam,wallpaper,cool white,low,209583,,mid-century
2078,"https://maps.google.com/?q=61.20868074245365,-158.7674627122475",gym,745,laminate,beam,paint,daylight,luxury,328521,commercial,
2079,"https://maps.google.com/?q=-2.5235772854139498,-163.19581629358674",library,2968,vinyl,beam,wallpaper,daylight,luxury,118273,,arabic
2080,"https://maps.google.com/?q=-59.97209252226743,121.89562316842802",terrace,2608,tile,custom,stone cladding,daylight,medium,454816,,minimalist
2081,"https://maps.google.com/?q=-8.747720841400266,72.01260982951274",bathroom,3222,laminate,vaulted,tiles,pendant,luxury,101938,,bohemian
2082,"https://maps.google.com/?q=-9.330330076105682,-76.98389961581778",library,2177,laminate,custom,tiles,pendant,luxury,519905,,arabic
2083,"https://maps.google.com/?q=53.03732986917424,-130.32486307270588",kitchen,629,vinyl,vaulted,wallpaper,pendant,low,200357,,mid-century
2084,"https://maps.google.com/?q=56.776894700292274,32.66201480856935",terrace,2300,vinyl,flat,paint,pendant,luxury,460223,renovation,
2085,"https://maps.google.com/?q=26.14028919527577,-41.759647104657006",bathroom,4175,wooden,tray,wood paneling,cool white,low,388574,residential,
2086,"https://maps.google.com/?q=-10.227474986761052,161.86158416805978",playroom,2517,tile,flat,wallpaper,pendant,luxury,374481,commercial,
2087,"https://maps.google.com/?q=14.070638865978793,-17.89465531319243",hall,1168,laminate,flat,wood paneling,chandelier,high,100012,commercial,
2088,"https://maps.google.com/?q=77.38085712243276,73.08717393033137",bathroom,4009,tile,tray,wood paneling,cool white,luxury,413690,residential,
2089,"https://maps.google.com/?q=-18.190023455856462,105.66593737433732",library,1202,laminate,custom,stone cladding,daylight,high,138460,,scandinavian
2090,"https://maps.google.com/?q=18.728504852592337,-63.9332196121924",playroom,2900,wooden,vaulted,wallpaper,pendant,high,84318,,industrial
2091,"https://maps.google.com/?q=-12.339885956151377,-154.0488065020317",bedroom,4584,vinyl,flat,tiles,warm white,medium,439786,,scandinavian
2092,"https://maps.google.com/?q=-43.00914495257303,-167.9600774379718",library,4652,wooden,custom,paint,pendant,high,488879,industrial,
2093,"https://maps.google.com/?q=-47.514042364355944,121.15227543990824",laundry room,2930,wooden,tray,stone cladding,pendant,luxury,354990,,industrial
2094,"https://maps.google.com/?q=75.27009314676334,-94.69566037283576",entryway,764,wooden,custom,wood paneling,pendant,luxury,546983,,art deco
2095,"https://maps.google.com/?q=15.037959372192404,-64.19204766823847",balcony,2392,tile,vaulted,wood paneling,chandelier,luxury,151936,residential,
2096,"https://maps.google.com/?q=-51.834078830808245,-54.328565805734186",shop,1871,vinyl,custom,wood paneling,recessed,medium,559179,,vintage
2097,"https://maps.google.com/?q=-23.866511063931753,146.45046771007736",garage,1154,concrete,flat,wallpaper,warm white,high,411339,,rustic
2098,"https://maps.google.com/?q=-12.588819268754335,-32.90154160067465",bathroom,4405,vinyl,beam,wallpaper,cool white,luxury,80550,infrastructure,
2099,"https://maps.google.com/?q=47.452169690654955,-173.47996849117706",bathroom,3958,marble,flat,wallpaper,cool white,low,320920,,classic
2100,"https://maps.google.com/?q=80.71331909728218,-99.78513054730125",living room,4236,tile,flat,wood paneling,recessed,luxury,387792,landscaping,
2101,"https://maps.google.com/?q=13.028643025196232,-93.0511868713831",home theater,1388,marble,custom,stone cladding,recessed,high,227904,renovation,
2102,"https://maps.google.com/?q=5.364069536013119,126.92777595529327",library,724,wooden,custom,paint,cool white,medium,81476,,classic
2103,"https://maps.google.com/?q=-83.65084771554625,-18.99831442674207",laundry room,4614,marble,custom,tiles,pendant,low,240054,industrial,
2104,"https://maps.google.com/?q=-26.801831003586003,95.49022783900358",office,3360,concrete,beam,stone cladding,daylight,high,82591,,scandinavian
2105,"https://maps.google.com/?q=-61.55259646658139,-9.481580064362333",playroom,4030,laminate,tray,wallpaper,daylight,low,163383,landscaping,
2106,"https://maps.google.com/?q=18.932076445518547,91.73366641396359",study,3051,marble,vaulted,wood paneling,chandelier,high,514046,,mid-century
2107,"https://maps.google.com/?q=51.96839543246739,-84.10010936992568",home theater,4828,tile,beam,wood paneling,pendant,high,102940,,industrial
2108,"https://maps.google.com/?q=2.437918941608686,77.79085494990045",shop,3126,vinyl,vaulted,stone cladding,warm white,luxury,487422,,minimalist
2109,"https://maps.google.com/?q=-11.178079768775746,44.27836131223552",gym,2864,marble,beam,tiles,daylight,medium,363787,,contemporary
2110,"https://maps.google.com/?q=-80.75517762831724,-131.0842786171417",gym,1804,laminate,beam,tiles,pendant,luxury,146374,commercial,
2111,"https://maps.google.com/?q=23.66319994331039,141.33244807501904",balcony,1729,laminate,flat,tiles,warm white,high,485320,,transitional
2112,"https://maps.google.com/?q=-33.87571539591371,4.611276547018122",bedroom,4618,vinyl,flat,wallpaper,cool white,medium,376006,,mid-century
2113,"https://maps.google.com/?q=-51.97595732523666,-81.25293444089274",garage,1487,laminate,tray,wood paneling,pendant,high,180452,,arabic
2114,"https://maps.google.com/?q=-9.183483651367567,-50.48610040719484",laundry room,2784,vinyl,tray,stone cladding,pendant,medium,487641,,arabic
2115,"https://maps.google.com/?q=50.1262245839647,110.79455056780841",home theater,1729,laminate,beam,wallpaper,chandelier,high,115388,industrial,
2116,"https://maps.google.com/?q=44.201074024507506,131.01045621272186",bathroom,3915,concrete,tray,tiles,warm white,low,199159,infrastructure,
2117,"https://maps.google.com/?q=53.14567101572368,-162.0526168279512",playroom,2947,concrete,vaulted,stone cladding,warm white,luxury,85521,commercial,
2118,"https://maps.google.com/?q=40.60716071270056,-25.11934320158025",living room,4984,laminate,beam,tiles,chandelier,medium,215869,industrial,
2119,"https://maps.google.com/?q=83.26305800250802,-120.05943712620295",living room,4611,concrete,beam,tiles,recessed,low,533069,,industrial
2120,"https://maps.google.com/?q=-13.539040948937085,-39.36666128192269",playroom,791,marble,custom,tiles,daylight,high,164346,landscaping,
2121,"https://maps.google.com/?q=-21.543272468001504,-122.07889802229508",living room,1467,vinyl,flat,wood paneling,recessed,luxury,151004,,bohemian
2122,"https://maps.google.com/?q=-52.27634642030756,156.8581779052139",balcony,3553,marble,custom,wallpaper,chandelier,luxury,135301,,scandinavian
2123,"https://maps.google.com/?q=7.257116429687429,42.29015451526263",kitchen,1441,vinyl,beam,stone cladding,daylight,medium,106571,,rustic
2124,"https://maps.google.com/?q=-11.681493401154256,-1.495486457957469",garage,1737,concrete,beam,tiles,warm white,medium,524546,renovation,
2125,"https://maps.google.com/?q=39.45328646568373,2.603969814027124",shop,2843,laminate,flat,tiles,recessed,high,323682,,transitional
2126,"https://maps.google.com/?q=79.05560580282972,146.38740926255633",playroom,4786,marble,beam,stone cladding,recessed,luxury,502547,,mid-century
2127,"https://maps.google.com/?q=-55.03366906691725,159.8427576382578",garage,1129,marble,flat,tiles,cool white,luxury,502078,,vintage
2128,"https://maps.google.com/?q=-11.691029852330203,-121.56074128579806",balcony,4003,vinyl,beam,stone cladding,pendant,low,419859,,arabic
2129,"https://maps.google.com/?q=56.855731194808214,176.86009846747112",office,2700,wooden,beam,tiles,daylight,medium,67586,industrial,
2130,"https://maps.google.com/?q=-24.498491460641105,24.474071611059856",kitchen,1179,tile,flat,wood paneling,chandelier,low,520549,,rustic
2131,"https://maps.google.com/?q=85.58058951403726,-71.04657164097893",garage,3113,wooden,custom,wood paneling,chandelier,low,536595,,vintage
2132,"https://maps.google.com/?q=34.61229250760002,79.39616300275992",office,3202,vinyl,beam,stone cladding,recessed,low,190793,,contemporary
2133,"https://maps.google.com/?q=48.38428101656169,174.7971200029225",laundry room,1132,wooden,flat,stone cladding,recessed,luxury,537225,,arabic
2134,"https://maps.google.com/?q=-85.11466258219897,26.09546693286785",living room,1167,wooden,tray,wood paneling,recessed,high,221540,,bohemian
2135,"https://maps.google.com/?q=84.86155349386632,-60.128368423450695",kitchen,3416,marble,vaulted,wood paneling,pendant,medium,580974,industrial,
2136,"https://maps.google.com/?q=50.502485982148414,-156.67072367692842",home theater,4280,tile,beam,paint,recessed,low,496906,renovation,
2137,"https://maps.google.com/?q=-63.772401259752144,5.630276160421715",study,1755,concrete,beam,tiles,warm white,medium,95033,,art deco
2138,"https://maps.google.com/?q=-23.428589322117816,-85.53990632302617",garage,2915,marble,vaulted,wood paneling,chandelier,low,313648,,classic
2139,"https://maps.google.com/?q=-46.045158792455,-108.31689925790387",balcony,2078,wooden,vaulted,paint,pendant,high,68378,,arabic
2140,"https://maps.google.com/?q=-56.96099540564892,-122.92179315590653",kitchen,4871,vinyl,flat,stone cladding,pendant,low,567937,infrastructure,
2141,"https://maps.google.com/?q=50.97821969308853,133.03957239707802",study,3872,laminate,tray,paint,warm white,medium,177162,,classic
2142,"https://maps.google.com/?q=64.00017796818818,71.09267408652619",balcony,3065,vinyl,tray,stone cladding,recessed,high,156802,,modern
2143,"https://maps.google.com/?q=-45.19386757368709,103.68347302368284",bathroom,3400,wooden,vaulted,stone cladding,pendant,high,285432,,contemporary
2144,"https://maps.google.com/?q=81.99014940992541,101.01831344712554",study,4772,tile,beam,stone cladding,warm white,low,99563,residential,
2145,"https://maps.google.com/?q=28.250438425140587,30.34090595571172",library,3857,tile,beam,tiles,recessed,medium,350070,,rustic
2146,"https://maps.google.com/?q=64.96634973489029,-69.16300489041097",laundry room,3284,marble,vaulted,tiles,recessed,high,50510,renovation,
2147,"https://maps.google.com/?q=-1.5016645392033467,155.31381631853287",library,3464,wooden,tray,paint,chandelier,high,238651,renovation,
2148,"https://maps.google.com/?q=-58.91996385316648,117.56556500585708",shop,4142,wooden,beam,tiles,cool white,low,230417,,industrial
2149,"https://maps.google.com/?q=-25.821745607248502,139.009285554715",gym,2859,marble,vaulted,wallpaper,chandelier,high,567656,,scandinavian
2150,"https://maps.google.com/?q=71.9490048032539,12.03016357756502",terrace,2548,vinyl,beam,tiles,chandelier,low,238177,,vintage
2151,"https://maps.google.com/?q=18.03443893244777,-143.72871216920248",office,1499,marble,beam,wood paneling,pendant,low,404774,landscaping,
2152,"https://maps.google.com/?q=-84.96506779184868,-73.04829539085212",office,4184,tile,beam,wallpaper,warm white,luxury,61793,,scandinavian
2153,"https://maps.google.com/?q=-52.369298896957076,-92.5269752786245",hall,2917,laminate,flat,tiles,pendant,high,293040,infrastructure,
2154,"https://maps.google.com/?q=17.83875162042837,-26.73534511497448",laundry room,2445,tile,custom,paint,pendant,luxury,183370,,scandinavian
2155,"https://maps.google.com/?q=-71.81100487607617,81.73407429139979",terrace,2624,tile,custom,wallpaper,daylight,luxury,548227,,industrial
2156,"https://maps.google.com/?q=2.276215708562134,-92.56564715061124",playroom,1331,wooden,tray,tiles,pendant,high,536758,infrastructure,
2157,"https://maps.google.com/?q=-28.424441215060746,-162.01840117841368",study,1494,concrete,custom,paint,recessed,luxury,153275,,contemporary
2158,"https://maps.google.com/?q=10.318777137779435,93.70358283745924",playroom,4076,concrete,vaulted,tiles,pendant,high,207617,renovation,
2159,"https://maps.google.com/?q=-5.104457832568002,-100.15733596850554",study,2989,concrete,tray,paint,pendant,low,125914,renovation,
2160,"https://maps.google.com/?q=-22.617307802116215,90.95664301591114",gym,3199,tile,beam,stone cladding,recessed,low,122436,,arabic
2161,"https://maps.google.com/?q=-15.394547482524047,111.5455313224926",bathroom,4684,laminate,custom,tiles,chandelier,high,141045,,industrial
2162,"https://maps.google.com/?q=68.6509106581488,-134.5318332188063",balcony,1395,concrete,custom,wallpaper,chandelier,low,312263,,contemporary
2163,"https://maps.google.com/?q=-16.416904560664875,-9.227569396022147",home theater,2681,tile,vaulted,wallpaper,daylight,medium,255473,infrastructure,
2164,"https://maps.google.com/?q=-13.150170471527588,-64.01608804868442",entryway,736,vinyl,tray,paint,chandelier,medium,496393,landscaping,
2165,"https://maps.google.com/?q=-70.0691733161046,-82.28263366514304",study,2889,tile,flat,tiles,warm white,luxury,307022,,scandinavian
2166,"https://maps.google.com/?q=-32.47980154807151,-52.48148000235895",gym,862,wooden,vaulted,tiles,recessed,luxury,428449,residential,
2167,"https://maps.google.com/?q=67.06967340301247,123.50496055666514",study,4772,laminate,vaulted,tiles,recessed,medium,468123,,art deco
2168,"https://maps.google.com/?q=41.69793966756595,24.770052198704917",home theater,834,laminate,flat,stone cladding,chandelier,low,102633,landscaping,
2169,"https://maps.google.com/?q=10.408996208765743,11.241577863003386",living room,3985,tile,tray,paint,cool white,low,450408,landscaping,
2170,"https://maps.google.com/?q=-23.663293402298905,-92.0733233148544",terrace,1874,marble,tray,wallpaper,recessed,low,143464,residential,
2171,"https://maps.google.com/?q=-25.16264872048417,-15.799796513326726",bedroom,4211,vinyl,custom,stone cladding,daylight,luxury,292549,,vintage
2172,"https://maps.google.com/?q=-52.53329225474401,8.673925503146876",study,2255,vinyl,beam,tiles,cool white,luxury,503209,industrial,
2173,"https://maps.google.com/?q=82.68365485701844,-23.246114866108",bathroom,1399,concrete,flat,wallpaper,cool white,medium,282949,,arabic
2174,"https://maps.google.com/?q=80.8585356181676,60.987576750787156",gym,3080,marble,flat,wood paneling,recessed,luxury,194730,,vintage
2175,"https://maps.google.com/?q=29.19737117028447,72.7517395844028",living room,882,concrete,flat,wallpaper,cool white,low,498219,,rustic
2176,"https://maps.google.com/?q=-21.04725507480717,73.60080394753297",gym,1071,tile,beam,stone cladding,chandelier,luxury,431351,infrastructure,
2177,"https://maps.google.com/?q=32.28031163525546,-158.6602037048514",hall,3424,tile,vaulted,tiles,cool white,luxury,114046,industrial,
2178,"https://maps.google.com/?q=87.7226465425858,172.83911194537922",kitchen,3803,concrete,vaulted,wallpaper,chandelier,luxury,260611,industrial,
2179,"https://maps.google.com/?q=32.851500453601844,-114.34602712551953",bathroom,3846,marble,custom,tiles,recessed,low,70182,landscaping,
2180,"https://maps.google.com/?q=-9.696941213452746,-12.584241892671884",terrace,4121,laminate,custom,stone cladding,recessed,medium,372015,,transitional
2181,"https://maps.google.com/?q=17.7616477903113,-52.4997983459169",home theater,518,vinyl,vaulted,wood paneling,cool white,medium,381518,landscaping,
2182,"https://maps.google.com/?q=66.72750750533311,-80.81990147362048",bedroom,741,marble,custom,paint,warm white,low,65822,,contemporary
2183,"https://maps.google.com/?q=-17.199094668955965,156.91217016077076",bedroom,3723,wooden,custom,wallpaper,cool white,high,474133,landscaping,
2184,"https://maps.google.com/?q=21.497042575756637,-94.52004860128008",study,565,tile,custom,stone cladding,recessed,low,207761,,classic
2185,"https://maps.google.com/?q=65.71018743417252,154.00803881761965",study,4478,marble,vaulted,tiles,cool white,luxury,343555,landscaping,
2186,"https://maps.google.com/?q=48.32363872806698,-58.22713795144195",study,4002,vinyl,vaulted,paint,warm white,luxury,92703,landscaping,
2187,"https://maps.google.com/?q=-78.71175412793498,82.43862312654386",bathroom,1423,concrete,vaulted,tiles,chandelier,medium,292665,,classic
2188,"https://maps.google.com/?q=36.68691605301653,121.94259572412216",kitchen,1734,concrete,vaulted,stone cladding,daylight,high,503163,residential,
2189,"https://maps.google.com/?q=-21.876588191652658,-32.69473066179853",kitchen,3267,concrete,flat,stone cladding,pendant,low,566575,industrial,
2190,"https://maps.google.com/?q=54.391742905681696,8.655570913111802",study,4559,wooden,flat,stone cladding,pendant,low,55993,industrial,
2191,"https://maps.google.com/?q=65.96158939909361,-25.816180711087355",playroom,772,laminate,custom,wallpaper,warm white,luxury,587141,renovation,
2192,"https://maps.google.com/?q=-43.22964478113639,59.73874341767649",playroom,3532,concrete,tray,tiles,pendant,low,105620,,art deco
2193,"https://maps.google.com/?q=-41.136329958158264,-51.570530709012445",library,1416,wooden,custom,wallpaper,cool white,luxury,237972,,industrial
2194,"https://maps.google.com/?q=83.32065654530919,-72.59310406897315",library,2207,marble,vaulted,wallpaper,recessed,medium,402187,industrial,
2195,"https://maps.google.com/?q=-37.824069206761294,-160.59664654773522",home theater,3590,tile,tray,paint,warm white,low,111328,landscaping,
2196,"https://maps.google.com/?q=-56.87387755360669,147.41332129061664",laundry room,4300,vinyl,tray,wood paneling,pendant,high,283579,,rustic
2197,"https://maps.google.com/?q=39.76888977172902,-175.23847688588188",bedroom,1853,vinyl,vaulted,wallpaper,cool white,luxury,351857,commercial,
2198,"https://maps.google.com/?q=26.518713753307225,41.639414076839586",terrace,3703,tile,tray,wallpaper,chandelier,high,569591,renovation,
2199,"https://maps.google.com/?q=-33.02607119763674,-144.78455572179166",garage,1297,marble,flat,stone cladding,cool white,high,293452,infrastructure,
2200,"https://maps.google.com/?q=25.254328691328197,151.04550746398178",bedroom,3112,wooden,beam,paint,warm white,high,107220,industrial,
2201,"https://maps.google.com/?q=-23.76641552567868,-175.54197885188069",entryway,3639,tile,flat,stone cladding,daylight,high,595714,infrastructure,
2202,"https://maps.google.com/?q=82.06122051681598,146.84991187763444",kitchen,4588,vinyl,flat,tiles,warm white,low,336764,,mid-century
2203,"https://maps.google.com/?q=36.17215099871308,160.2024364630975",study,1230,tile,beam,tiles,daylight,luxury,131180,,minimalist
2204,"https://maps.google.com/?q=86.69884933814467,173.99214493316708",playroom,4666,concrete,beam,tiles,chandelier,luxury,127953,landscaping,
2205,"https://maps.google.com/?q=-57.43659079674694,-80.33139441094175",playroom,4309,marble,tray,paint,daylight,medium,159099,,mid-century
2206,"https://maps.google.com/?q=-25.680807951470882,24.48818962042563",hall,1696,marble,beam,wood paneling,daylight,luxury,226255,,bohemian
2207,"https://maps.google.com/?q=16.568196340748045,79.78705001462185",terrace,1815,vinyl,beam,paint,warm white,medium,257561,,scandinavian
2208,"https://maps.google.com/?q=-54.96002714505804,115.90536978677221",balcony,3971,vinyl,flat,wallpaper,pendant,luxury,294645,infrastructure,
2209,"https://maps.google.com/?q=-88.3044304982738,-95.34755851211469",kitchen,1405,vinyl,custom,paint,warm white,low,181273,,modern
2210,"https://maps.google.com/?q=66.00876008046797,-30.30082657417816",home theater,747,concrete,beam,stone cladding,warm white,medium,133726,,rustic
2211,"https://maps.google.com/?q=-83.64251039619424,-30.602207912568247",hall,1604,wooden,custom,wood paneling,cool white,low,349349,commercial,
2212,"https://maps.google.com/?q=31.232671285759608,-173.4157372039175",living room,1105,laminate,flat,stone cladding,recessed,luxury,291681,industrial,
2213,"https://maps.google.com/?q=24.39258783784075,-164.8317184307045",balcony,2902,wooden,beam,stone cladding,chandelier,luxury,355839,commercial,
2214,"https://maps.google.com/?q=-84.6955505633441,-131.72431540961512",bathroom,2617,concrete,flat,stone cladding,pendant,luxury,166748,,transitional
2215,"https://maps.google.com/?q=-34.322891544147076,90.40386621329355",laundry room,1482,tile,beam,wood paneling,chandelier,high,138387,,transitional
2216,"https://maps.google.com/?q=-63.07915223203695,30.49477796438657",library,3949,laminate,vaulted,wallpaper,warm white,low,436558,,rustic
2217,"https://maps.google.com/?q=-55.35891471023903,70.1327509469341",terrace,3214,vinyl,flat,tiles,chandelier,luxury,127296,,vintage
2218,"https://maps.google.com/?q=55.61307852707995,155.49095833585903",gym,696,vinyl,flat,wallpaper,pendant,medium,87315,,bohemian
2219,"https://maps.google.com/?q=-74.67067461894406,-91.55993142564655",home theater,2877,concrete,tray,paint,chandelier,luxury,91663,commercial,
2220,"https://maps.google.com/?q=-41.71583037810276,151.08846569930006",bedroom,1812,wooden,vaulted,wood paneling,daylight,low,99799,commercial,
2221,"https://maps.google.com/?q=-69.74529899357691,69.96168111095633",hall,3006,laminate,custom,wallpaper,pendant,high,401776,,contemporary
2222,"https://maps.google.com/?q=19.10380376535261,103.33986238694149",entryway,2811,tile,custom,wood paneling,recessed,luxury,382691,landscaping,
2223,"https://maps.google.com/?q=-62.735182237430465,-137.97699011688377",office,3392,marble,tray,tiles,daylight,luxury,418392,landscaping,
2224,"https://maps.google.com/?q=81.64296829532779,109.65260064073095",garage,4853,wooden,custom,wallpaper,pendant,high,597375,industrial,
2225,"https://maps.google.com/?q=-20.476422407549748,93.93295658039426",terrace,3275,marble,custom,wallpaper,chandelier,low,311785,residential,
2226,"https://maps.google.com/?q=33.15747849149646,-18.206354879533166",terrace,2855,tile,vaulted,tiles,cool white,medium,64887,landscaping,
2227,"https://maps.google.com/?q=47.39474975789744,161.25586351548384",bathroom,529,tile,custom,stone cladding,warm white,luxury,513365,,contemporary
2228,"https://maps.google.com/?q=51.11321916051227,37.6117246246522",bathroom,4765,tile,custom,stone cladding,pendant,low,126943,infrastructure,
2229,"https://maps.google.com/?q=-47.14093929427321,43.88885708519575",home theater,1322,laminate,tray,paint,recessed,medium,242061,,vintage
2230,"https://maps.google.com/?q=33.28099002976529,-152.67959758184375",balcony,3804,marble,beam,tiles,cool white,low,264981,renovation,
2231,"https://maps.google.com/?q=-37.07964580163837,135.14189188001416",entryway,4078,tile,vaulted,paint,chandelier,medium,406656,,arabic
2232,"https://maps.google.com/?q=-82.2476917403462,177.65969041590563",hall,4838,vinyl,tray,stone cladding,warm white,low,271134,commercial,
2233,"https://maps.google.com/?q=34.53146073241973,2.413264971869893",hall,4930,vinyl,tray,tiles,warm white,high,125467,renovation,
2234,"https://maps.google.com/?q=-3.267832586767227,109.699606060983",study,754,tile,custom,wood paneling,warm white,medium,419107,,bohemian
2235,"https://maps.google.com/?q=-80.51782188256013,115.33557181492108",laundry room,4708,marble,tray,wood paneling,recessed,high,169431,,classic
2236,"https://maps.google.com/?q=11.946818117225035,155.38025258295983",bedroom,3608,concrete,custom,tiles,pendant,low,400965,,vintage
2237,"https://maps.google.com/?q=34.065175018620664,-148.59126993608308",playroom,3027,tile,custom,stone cladding,chandelier,luxury,82321,,contemporary
2238,"https://maps.google.com/?q=60.97267646592772,156.49207872487267",terrace,3512,vinyl,beam,tiles,pendant,luxury,325446,,industrial
2239,"https://maps.google.com/?q=62.92212238986903,-171.58122915309963",balcony,1937,laminate,custom,wallpaper,recessed,low,534386,,modern
2240,"https://maps.google.com/?q=-45.57713615928199,-69.30650435507135",laundry room,2862,wooden,vaulted,paint,cool white,low,501750,landscaping,
2241,"https://maps.google.com/?q=-87.67644610485114,59.18582048453263",laundry room,2632,wooden,custom,wood paneling,daylight,high,268361,,rustic
2242,"https://maps.google.com/?q=-19.701692670163354,101.64726726375068",living room,2194,laminate,beam,wallpaper,cool white,luxury,494860,,vintage
2243,"https://maps.google.com/?q=21.643821348058992,125.0995192765813",shop,829,vinyl,beam,wallpaper,chandelier,low,423145,residential,
2244,"https://maps.google.com/?q=-84.89747971186797,17.012373820002693",balcony,3842,vinyl,vaulted,stone cladding,recessed,luxury,494832,renovation,
2245,"https://maps.google.com/?q=57.017337271306644,96.55978527687364",shop,3824,laminate,flat,wood paneling,pendant,high,133919,,mid-century
